2024/08/12	Mon	17:28	7.71	L
2024/08/12	Mon	23:13	13.07	H
2024/08/13	Tue	06:55	1.17	L
2024/08/13	Tue	14:45	11.37	H
2024/08/13	Tue	18:50	8.90	L
2024/08/13	Tue	23:55	12.61	H
2024/08/14	Wed	07:52	0.52	L
2024/08/14	Wed	16:22	12.41	H
2024/08/14	Wed	20:52	9.42	L
2024/08/15	Thu	00:51	12.35	H
2024/08/15	Thu	08:51	-0.25	L
2024/08/15	Thu	17:11	13.33	H
2024/08/15	Thu	22:18	9.28	L
2024/08/16	Fri	01:56	12.43	H
2024/08/16	Fri	09:46	-1.10	L
2024/08/16	Fri	17:45	14.02	H
2024/08/16	Fri	23:03	8.86	L
2024/08/17	Sat	02:59	12.82	H
2024/08/17	Sat	10:36	-1.92	L
2024/08/17	Sat	18:13	14.51	H
2024/08/17	Sat	23:38	8.20	L
2024/08/18	Sun	03:57	13.36	H
2024/08/18	Sun	11:24	-2.51	L
2024/08/18	Sun	18:39	14.91	H
2024/08/19	Mon	00:14	7.29	L
2024/08/19	Mon	04:52	13.84	H
2024/08/19	Mon	12:09	-2.68	L
2024/08/19	Mon	19:05	15.28	H
2024/08/20	Tue	00:53	6.13	L
2024/08/20	Tue	05:47	14.11	H
2024/08/20	Tue	12:52	-2.31	L
2024/08/20	Tue	19:33	15.62	H
2024/08/21	Wed	01:35	4.77	L
2024/08/21	Wed	06:44	14.07	H
2024/08/21	Wed	13:36	-1.33	L
2024/08/21	Wed	20:02	15.90	H
2024/08/22	Thu	02:20	3.32	L
2024/08/22	Thu	07:43	13.76	H
2024/08/22	Thu	14:19	0.19	L
2024/08/22	Thu	20:33	16.04	H
2024/08/23	Fri	03:07	1.95	L
2024/08/23	Fri	08:47	13.26	H
2024/08/23	Fri	15:04	2.10	L
2024/08/23	Fri	21:06	15.94	H
2024/08/24	Sat	03:56	0.82	L
2024/08/24	Sat	09:57	12.72	H
2024/08/24	Sat	15:52	4.19	L
2024/08/24	Sat	21:43	15.54	H
2024/08/25	Sun	04:49	0.05	L
2024/08/25	Sun	11:18	12.31	H
2024/08/25	Sun	16:48	6.19	L
2024/08/25	Sun	22:23	14.85	H
2024/08/26	Mon	05:46	-0.33	L
2024/08/26	Mon	12:59	12.32	H
2024/08/26	Mon	18:01	7.82	L
2024/08/26	Mon	23:11	13.95	H
2024/08/27	Tue	06:49	-0.42	L
2024/08/27	Tue	14:49	12.95	H
2024/08/27	Tue	19:50	8.64	L
2024/08/28	Wed	00:13	13.04	H
2024/08/28	Wed	07:56	-0.42	L
2024/08/28	Wed	16:08	13.80	H
2024/08/28	Wed	21:37	8.41	L
2024/08/29	Thu	01:26	12.40	H
2024/08/29	Thu	09:02	-0.47	L
2024/08/29	Thu	17:02	14.42	H
2024/08/29	Thu	22:45	7.71	L
2024/08/30	Fri	02:40	12.19	H
2024/08/30	Fri	10:01	-0.55	L
2024/08/30	Fri	17:43	14.71	H
2024/08/30	Fri	23:31	6.95	L
2024/08/31	Sat	03:44	12.29	H
2024/08/31	Sat	10:51	-0.57	L
2024/08/31	Sat	18:15	14.72	H
